tskey,ebcode,ebkey,sgkey,sgxlon,sgylat,sgelevation,sgname,affiliation,until,sgcomment
1687,DIFFUS,3,4600,28.81667,47.00000,205,Kishinev/Chisinau,Moldova - previously USSR,1992,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
1688,GLOBAL,1,140,34.75000,-0.10000,1157,Kisumu,Kenya,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
1689,GLOBAL,1,1315,22.11667,48.23333,114,Kisvarda Kapa,Hungary,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1690,GLOBAL,1,141,35.00000,1.01667,1890,Kitale,Kenya,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
1691,GLOBAL,1,2647,142.58333,44.93333,7,Kitamiesashi,Japan,,"Japan Meteorological Agency (1991), Global radiation data, Unpublished data."
1692,GLOBAL,1,245,18.95000,-5.26667,735,Kiyaka-Plateau,Congo (The Democratic Republic of the) - previously Zaire,1997,"World Radiation Data Center, Voeikov Main Geophysical Obs., St. Petersburg; Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geograph. Inst., ETH Zurich; Weather Bureau South Africa (1955), Quarterly Rad. Bulletin, Dep. of Transport."
1693,GLOBAL,1,1173,14.33333,46.65000,452,Klagenfurt,Austria,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1694,GLOBAL,1,413,293.18333,54.80000,513,Knob Lake,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geograph. Inst. ETH Zurich; Atmospheric Environment Service Canada (1960), Month. Rad. Summary."
1696,GLOBAL,1,414,240.31667,49.11667,1862,Kobau Mt. Obs.,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geograph. Inst. ETH Zurich; Atmospheric Environment Service Canada (1960), Month. Rad. Summary."
1697,GLOBAL,1,2711,135.21667,34.70000,5,Kobe,Japan,,"Japan Meteorological Agency (1991), Global radiation data, Unpublished data."
1698,GLOBAL,1,2689,133.55000,33.56667,1,Kochi,Japan,,"Japan Meteorological Agency (1991), Global radiation data, Unpublished data."
1699,GLOBAL,1,877,77.46667,10.23333,2339,Kodaikanal,India - previously India,1975,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1700,DIFFUS,3,877,77.46667,10.23333,2339,Kodaikanal,India - previously India,1975,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1701,GLOBAL,1,2669,138.55000,35.66667,273,Kofu,Japan,,"Japan Meteorological Agency (1991), Global radiation data, Unpublished data."
1702,GLOBAL,1,4622,100.80000,13.16667,25,Koh Sichang,Thailand,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
1703,DIFFUS,3,4622,100.80000,13.16667,25,Koh Sichang,Thailand,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
1704,GLOBAL,1,1386,15.58333,54.18333,16,Kolobrzeg,Poland,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1705,DIFFUS,3,1386,15.58333,54.18333,16,Kolobrzeg,Poland,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1709,GLOBAL,1,4640,164.83620,-21.05130,7,Kone,New Caledonia,,"WMO OSCAR SURFACE, WRDC online archive accessed Jan. 2021. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
1710,GLOBAL,1,1466,24.31667,-70.43333,39,Koning Boudewijn (Base Roi Baudouin),Antarctica - previously Dronning Maud Land,1983,"Unpublished data for Uccle, Belgium and Koning Boudewijn (Base Roi Baudouin), Antarctica, Typewritten manuscript deposited at WRC/Davos."
1711,GLOBAL,1,1593,9.18333,47.68333,450,Konstanz,Germany - previously Germany - previously Germany,1990 - 1949,"Meteorologisches Observatorium Hamburg (1978), Ergebnisse von Strahlungsmessungen in der Bundesrepublik Deutschland,  Nr. 1 bis Nr. 18, sowie Band A bis E, Deutscher Wetterdienst, Hamburg."
1712,GLOBAL,1,1450,20.80000,43.28333,1711,Kopaonik,Serbia - previously Serbia - previously Serbia and Montenegro - previously Yugoslavia - previously Yugoslavia,2008 - 2006 - 2003 - 1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1713,GLOBAL,1,1441,13.71667,45.55000,33,Koper,Slovenia - previously Yugoslavia,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1714,GLOBAL,1,2421,15.08333,49.58333,534,Kosetice,Czech Republic - previously Czechoslovakia,1993,
1715,GLOBAL,1,4601,16.15000,54.20000,33,Koszalin,Poland,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
1716,DIFFUS,3,4601,16.15000,54.20000,33,Koszalin,Poland,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
1717,GLOBAL,1,1139,102.28333,6.16667,5,Kota Bahru,Malaysia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1718,GLOBAL,1,2073,116.05000,5.93333,3,Kota Kinabalu,Malaysia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1719,GLOBAL,1,924,137.90000,76.00000,11,Kotelny Is.,Russian Federation - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg; Chernigovskii, N.T., and M. S. Marshunova (1965),  Klimat Sovietskoi Arktiki, Gidrometeoizdat, Leningrad/Petrograd."
1720,DIRECT,2,924,137.90000,76.00000,11,Kotelny Is.,Russian Federation - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg; Chernigovskii, N.T., and M. S. Marshunova (1965),  Klimat Sovietskoi Arktiki, Gidrometeoizdat, Leningrad/Petrograd."
1722,ABSORB,16,924,137.90000,76.00000,11,Kotelny Is.,Russian Federation - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg; Chernigovskii, N.T., and M. S. Marshunova (1965),  Klimat Sovietskoi Arktiki, Gidrometeoizdat, Leningrad/Petrograd."
1723,GLOBAL,1,1142,164.28333,-20.56667,18,Koumac,New Caledonia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1724,DIRECT,2,1142,164.28333,-20.56667,18,Koumac,New Caledonia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1725,DIFFUS,3,1142,164.28333,-20.56667,18,Koumac,New Caledonia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1726,GLOBAL,1,4581,307.26667,5.20000,12,Kourou,French Guiana,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
1727,DIFFUS,3,4581,307.26667,5.20000,12,Kourou,French Guiana,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
1728,GLOBAL,1,921,58.05000,80.61667,21,Krenkel Observatory,Russian Federation - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg; Chernigovskii, N.T., and M. S. Marshunova (1965),  Klimat Sovietskoi Arktiki, Gidrometeoizdat, Leningrad/Petrograd."
1729,DIRECT,2,921,58.05000,80.61667,21,Krenkel Observatory,Russian Federation - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg; Chernigovskii, N.T., and M. S. Marshunova (1965),  Klimat Sovietskoi Arktiki, Gidrometeoizdat, Leningrad/Petrograd."
